N,occurrence_id,classification,type_of_occurrence,localization,fu,country,aerodrome,occurrence_day,time,under_investigation,investigating_command,investigation_status,report_number,published_report,publication_day,recommendation_amount,aircrafts_involved,takeoff,extraction_day
1672,45589,ACCIDENT,LOSS OF CONTROL IN THE AIR,LINS,SP,BRAZIL,****,02/03/2012,17:34:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1673,52816,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LINS,SP,BRAZIL,****,02/12/2014,14:15:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1674,52831,ACCIDENT,LOSS OF CONTROL IN THE AIR,TERRA BOA,PR,BRAZIL,****,07/12/2014,16:00:00,YES,SERIPA-5,FINISHED,-,1.0,19/10/2015,0,1,-,30/07/2016
1675,50412,ACCIDENT,ANOTHER TYPES,TERRA RICA,PR,BRAZIL,****,13/12/2013,03:00:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1676,32284,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,TERRA RICA,PR,BRAZIL,****,17/04/2008,11:20:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1677,31255,ACCIDENT,LOSS OF CONTROL ON THE GROUND,TERRA ROXA,PR,BRAZIL,****,03/10/2007,14:30:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
1678,53269,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,TERRA ROXA,PR,BRAZIL,****,05/05/2015,11:30:00,YES,SERIPA-5,FINISHED,-,1.0,23/06/2016,0,1,-,30/07/2016
1679,48660,SERIOUS INCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,24/05/2013,10:30:00,YES,SERIPA-2,FINISHED,-,1.0,26/08/2013,0,1,-,30/07/2016
1680,29678,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SALVADOR,BA,BRAZIL,SBSV,19/03/2007,17:30:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1681,49158,SERIOUS INCIDENT,ANOTHER TYPES,SALVADOR,BA,BRAZIL,SBSV,26/07/2013,22:34:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1682,40169,SERIOUS INCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,26/12/2009,19:11:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1683,30036,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SALVADOR,BA,BRAZIL,SBSV,06/03/2007,23:15:00,YES,SERIPA-2,FINISHED,-,1.0,14/10/2014,0,1,1.0,30/07/2016
1684,45800,SERIOUS INCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,30/04/2012,20:25:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1685,31129,ACCIDENT,LOSS OF CONTROL IN THE AIR,SALVADOR,BA,BRAZIL,SBSV,22/11/2007,13:11:00,YES,SERIPA-2,FINISHED,-,1.0,03/05/2011,2,1,-,30/07/2016
1686,49797,SERIOUS INCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,06/10/2013,13:45:00,YES,SERIPA-2,FINISHED,-,1.0,28/04/2014,0,1,-,30/07/2016
1687,52992,SERIOUS INCIDENT,AIRCRAFTS COLLISION ON THE GROUND,SALVADOR,BA,BRAZIL,SBSV,01/01/2015,11:40:00,YES,SERIPA-2,IN PROGRESS,-,-,-,3,2,-,30/07/2016
1688,44649,SERIOUS INCIDENT,FLIGHT COMMANDS,SALVADOR,BA,BRAZIL,****,20/06/2011,17:20:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1689,30535,ACCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,11/09/2007,19:40:00,YES,SERIPA-2,FINISHED,-,1.0,22/02/2012,1,1,1.0,30/07/2016
1690,44647,ACCIDENT,COLLISION AGAINST BIRD,SALVADOR,BA,BRAZIL,SBSV,18/06/2011,19:07:00,YES,SERIPA-2,FINISHED,-,1.0,17/10/2012,5,1,-,30/07/2016
1691,53332,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SALVADOR,BA,BRAZIL,SBSV,19/06/2015,09:25:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
1692,53561,ACCIDENT,LOSS OF CONTROL IN THE AIR,SALVADOR,BA,BRAZIL,****,31/10/2015,18:50:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1693,45048,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,TIJUCAS DO SUL,PR,BRAZIL,****,31/08/2011,18:00:00,YES,SERIPA-5,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1694,45891,SERIOUS INCIDENT,ABOUT LANDING GEAR,TOLEDO,PR,BRAZIL,SBTD,23/05/2012,11:35:00,YES,SERIPA-5,FINISHED,-,1.0,03/06/2016,0,1,-,30/07/2016
1695,52976,ACCIDENT,LOSS OF CONTROL IN THE AIR,TOLEDO,PR,BRAZIL,SBTD,04/01/2015,22:04:00,YES,SERIPA-5,FINISHED,-,0.0,16/06/2016,6,1,-,30/07/2016
1696,43988,ACCIDENT,FUEL STARVATION,GOVERNADOR VALADARES,MG,BRAZIL,****,24/02/2011,22:30:00,YES,SERIPA-3,FINISHED,-,1.0,06/03/2015,0,1,-,30/07/2016
1697,31866,ACCIDENT,LOSS OF CONTROL IN THE AIR,LUIZIÂNIA,SP,BRAZIL,****,12/02/2008,13:20:00,YES,SERIPA-4,FINISHED,-,1.0,07/08/2012,4,1,-,30/07/2016
1698,53271,SERIOUS INCIDENT,ABOUT LANDING GEAR,UMUARAMA,PR,BRAZIL,****,17/05/2015,17:00:00,YES,SERIPA-5,FINISHED,-,1.0,23/06/2016,0,1,-,30/07/2016
1699,45939,ACCIDENT,LOSS OF CONTROL IN THE AIR,UMUARAMA,PR,BRAZIL,****,30/05/2012,19:00:00,YES,SERIPA-5,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1700,40147,ACCIDENT,SYSTEM / COMPONENT FAILURE,UNIAO DA VITORIA,PR,BRAZIL,****,08/04/2010,14:20:00,YES,SERIPA-5,FINISHED,-,1.0,22/02/2012,3,1,1.0,30/07/2016
1701,53557,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GUARANESIA,MG,BRAZIL,****,18/10/2015,20:30:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
1702,53547,ACCIDENT,LOSS OF CONTROL IN THE AIR,GUARANI,MG,BRAZIL,****,25/10/2015,19:30:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1703,53487,ACCIDENT,LOSS OF CONTROL ON THE GROUND,SANTA RITA DE CASSIA,BA,BRAZIL,****,19/09/2015,20:30:00,YES,SERIPA-2,FINISHED,-,1.0,16/06/2016,0,1,1.0,30/07/2016
1704,51531,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MAIRIPORA,SP,BRAZIL,****,07/06/2014,14:50:00,YES,SERIPA-4,FINISHED,-,1.0,19/10/2015,0,1,-,30/07/2016
1705,34500,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,SANTA TERESINHA,BA,BRAZIL,****,07/11/2008,09:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1706,53559,ACCIDENT,LOSS OF CONTROL IN THE AIR,GUARDA-MOR,MG,BRAZIL,****,10/11/2015,21:04:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1707,45088,ACCIDENT,LOSS OF CONTROL IN THE AIR,MARABA PAULISTA,SP,BRAZIL,****,01/10/2011,23:40:00,YES,SERIPA-4,FINISHED,-,1.0,30/07/2013,2,1,-,30/07/2016
1708,51004,ACCIDENT,LOSS OF CONTROL IN THE AIR,SAO DESIDERIO,BA,BRAZIL,****,22/04/2014,19:45:00,YES,SERIPA-2,FINISHED,-,1.0,24/04/2015,2,1,-,30/07/2016
1709,53165,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SAO DESIDERIO,BA,BRAZIL,****,20/03/2015,14:35:00,YES,SERIPA-2,FINISHED,-,1.0,16/11/2015,0,1,-,30/07/2016
1710,53468,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARIAPOLIS,SP,BRAZIL,****,30/08/2015,19:30:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1711,48772,ACCIDENT,ABOUT LANDING GEAR,MARILIA,SP,BRAZIL,SBML,05/06/2013,16:10:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1712,51022,SERIOUS INCIDENT,FUEL STARVATION,MARILIA,SP,BRAZIL,****,09/03/2014,17:10:00,YES,SERIPA-4,FINISHED,-,1.0,14/10/2014,0,1,-,30/07/2016
1713,50693,ACCIDENT,FLIGHT COMMANDS,GURINHATA,MG,BRAZIL,****,04/10/2012,18:00:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
1714,45799,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SAO SEBASTIAO DO PASSE,BA,BRAZIL,****,27/04/2012,12:40:00,YES,SERIPA-2,FINISHED,-,1.0,15/08/2014,1,1,-,30/07/2016
1715,28617,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SAO SEBASTIAO DO PASSE,BA,BRAZIL,****,14/03/2007,16:55:00,YES,SERIPA-2,FINISHED,-,1.0,31/07/2009,10,1,-,30/07/2016
1716,46704,ACCIDENT,ANOTHER TYPES,IBIA,MG,BRAZIL,****,10/12/2012,18:00:00,YES,SERIPA-3,FINISHED,-,1.0,13/11/2013,0,1,-,30/07/2016
1717,45269,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MIGUELOPOLIS,SP,BRAZIL,****,11/11/2011,15:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1718,43774,ACCIDENT,SYSTEM / COMPONENT FAILURE,MIRACATU,SP,BRAZIL,****,31/01/2011,12:30:00,YES,SERIPA-4,FINISHED,-,1.0,21/07/2014,1,1,-,30/07/2016
1719,53572,ACCIDENT,LOSS OF CONTROL IN THE AIR,MIRACATU,SP,BRAZIL,****,17/11/2015,15:55:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1720,44753,ACCIDENT,LOSS OF CONTROL IN THE AIR,MIRACATU,SP,BRAZIL,****,16/03/2007,11:15:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1721,50838,ACCIDENT,LOSS OF CONTROL IN THE AIR,MIRACATU,SP,BRAZIL,****,03/12/2013,13:15:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1722,46498,ACCIDENT,LOSS OF CONTROL IN THE AIR,SENTO SE,BA,BRAZIL,****,25/10/2012,13:00:00,YES,SERIPA-2,FINISHED,-,1.0,02/06/2014,1,1,-,30/07/2016
1723,53473,ACCIDENT,STRUCTURAL FAILURE,MIRASSOL,SP,BRAZIL,SDMH,21/08/2015,20:50:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1724,53556,ACCIDENT,STRUCTURAL FAILURE,MIRASSOL,SP,BRAZIL,SDMH,02/11/2015,09:30:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1725,35016,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MOGI DAS CRUZES,SP,BRAZIL,****,01/01/2009,15:35:00,YES,SERIPA-4,FINISHED,-,1.0,22/03/2012,6,1,-,30/07/2016
1726,31197,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI DAS CRUZES,SP,BRAZIL,****,01/11/2007,17:45:00,YES,SERIPA-4,FINISHED,-,1.0,01/10/2014,0,1,-,30/07/2016
1727,43629,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI DAS CRUZES,SP,BRAZIL,****,07/01/2011,15:45:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1728,26860,ACCIDENT,TERRAIN COLLISION,MOGI DAS CRUZES,SP,BRAZIL,****,05/05/2006,13:30:00,YES,SERIPA-4,FINISHED,-,1.0,08/08/2012,2,1,-,30/07/2016
1729,32675,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI GUACU,SP,BRAZIL,****,14/05/2008,19:30:00,YES,SERIPA-4,FINISHED,-,1.0,21/12/2011,2,1,-,30/07/2016
1730,28256,ACCIDENT,LOW ALTITUDE MANEUVERS,MOGI GUACU,SP,BRAZIL,****,07/01/2007,11:30:00,YES,SERIPA-4,FINISHED,-,1.0,17/10/2012,2,1,-,30/07/2016
1731,53150,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI MIRIM,SP,BRAZIL,SDMJ,31/01/2014,21:00:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1732,50339,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MOGI MIRIM,SP,BRAZIL,****,29/11/2013,19:30:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1733,46356,ACCIDENT,LOSS OF CONTROL IN THE AIR,TAPIRAMUTA,BA,BRAZIL,****,22/09/2012,15:50:00,YES,SERIPA-2,FINISHED,-,1.0,12/12/2013,3,1,-,30/07/2016
1734,46576,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,IPATINGA,MG,BRAZIL,SBIP,28/10/2012,17:30:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1735,41670,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,IPATINGA,MG,BRAZIL,****,28/06/2010,12:45:00,YES,CENIPA,IN PROGRESS,UNDEFINED,-,-,0,1,1.0,30/07/2016
1736,44238,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,IPATINGA,MG,BRAZIL,****,01/04/2011,19:10:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1737,46153,ACCIDENT,LOSS OF CONTROL IN THE AIR,UAUA,BA,BRAZIL,****,14/07/2012,14:40:00,UNKNOWN,SERIPA-2,-,-,-,-,0,1,-,30/07/2016
1738,30595,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAJUBA,MG,BRAZIL,****,19/09/2007,13:40:00,YES,SERIPA-3,FINISHED,-,1.0,19/03/2010,9,1,-,30/07/2016
1739,49154,ACCIDENT,LOSS OF CONTROL ON THE GROUND,NOVA INDEPENDENCIA,SP,BRAZIL,****,25/07/2013,20:00:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1740,40267,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,VERA CRUZ,BA,BRAZIL,SNVR,04/04/2010,11:00:00,YES,SERIPA-2,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1741,42386,ACCIDENT,LANDING BEFORE THE TRACK AREA,VITORIA DA CONQUISTA,BA,BRAZIL,SBQV,25/08/2010,17:40:00,YES,CENIPA,IN PROGRESS,-,-,-,0,1,1.0,30/07/2016
1742,37357,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,VITORIA DA CONQUISTA,BA,BRAZIL,****,22/05/2009,21:40:00,YES,SERIPA-2,FINISHED,-,1.0,06/12/2010,2,1,-,30/07/2016
1743,29495,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,VITORIA DA CONQUISTA,BA,BRAZIL,SBQV,16/06/2007,12:30:00,YES,SERIPA-2,FINISHED,-,1.0,29/09/2014,0,1,-,30/07/2016
1744,44813,ACCIDENT,ANOTHER TYPES,NOVO HORIZONTE,SP,BRAZIL,****,13/07/2011,03:00:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1745,41900,ACCIDENT,SYSTEM / COMPONENT FAILURE,NOVO HORIZONTE,SP,BRAZIL,****,16/07/2010,19:20:00,YES,SERIPA-4,FINISHED,-,1.0,12/12/2013,3,1,-,30/07/2016
1746,26121,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,NOVO HORIZONTE,SP,BRAZIL,****,16/01/2006,14:20:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1747,27490,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,WENCESLAU GUIMARAES,BA,BRAZIL,****,23/07/2006,16:00:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1748,44141,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,OLIMPIA,SP,BRAZIL,****,23/03/2011,12:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1749,43452,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,OLIMPIA,SP,BRAZIL,****,03/12/2010,12:00:00,YES,SERIPA-4,FINISHED,-,-,-,0,1,-,30/07/2016
1750,46842,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITUIUTABA,MG,BRAZIL,****,22/12/2012,21:30:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
1751,45072,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ORLÂNDIA,SP,BRAZIL,SDOR,17/09/2011,15:45:00,YES,SERIPA-4,FINISHED,-,1.0,20/03/2015,0,1,1.0,30/07/2016
1752,35515,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ORLÂNDIA,SP,BRAZIL,****,02/03/2009,15:15:00,YES,SERIPA-4,FINISHED,-,1.0,24/09/2010,2,1,-,30/07/2016
1753,45055,ACCIDENT,LANDING WITHOUT LANDING GEAR,ORLÂNDIA,SP,BRAZIL,SDOR,02/09/2011,20:35:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1754,44879,ACCIDENT,LOSS OF CONTROL IN THE AIR,OSASCO,SP,BRAZIL,****,25/07/2011,17:25:00,YES,SERIPA-4,FINISHED,-,1.0,22/08/2014,0,1,-,30/07/2016
1755,44762,ACCIDENT,LOSS OF CONTROL IN THE AIR,OSASCO,SP,BRAZIL,****,11/07/2011,13:35:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1756,51567,ACCIDENT,LOSS OF CONTROL ON THE GROUND,OUROESTE,SP,BRAZIL,****,17/06/2014,18:00:00,YES,SERIPA-4,FINISHED,-,1.0,15/05/2015,0,1,-,30/07/2016
1757,44592,ACCIDENT,UNKNOWN,OURO VERDE,SP,BRAZIL,****,28/05/2011,19:40:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1758,53327,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PACAEMBU,SP,BRAZIL,-,14/06/2015,18:00:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1759,53463,ACCIDENT,FUEL STARVATION,PACAEMBU,SP,BRAZIL,****,24/08/2015,15:00:00,YES,SERIPA-4,FINISHED,-,1.0,16/06/2016,0,1,-,30/07/2016
1760,45572,ACCIDENT,LOSS OF CONTROL IN THE AIR,PALESTINA,SP,BRAZIL,****,06/02/2012,20:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1761,47648,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JAIBA,MG,BRAZIL,****,20/04/2013,12:00:00,YES,SERIPA-3,FINISHED,-,1.0,26/08/2013,0,1,-,30/07/2016
1762,44533,ACCIDENT,FUEL STARVATION,JAIBA,MG,BRAZIL,****,10/05/2011,20:30:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,0.0,30/07/2016
1763,44670,ACCIDENT,FUEL STARVATION,JANAUBA,MG,BRAZIL,****,02/06/2011,10:00:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1764,52634,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PARAGUACU PAULISTA,SP,BRAZIL,****,09/10/2014,11:40:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1765,51434,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JOAO MONLEVADE,MG,BRAZIL,****,04/03/2014,19:30:00,UNKNOWN,SERIPA-3,-,-,-,-,0,1,-,30/07/2016
1766,52958,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,PAULINIA,SP,BRAZIL,****,13/07/2013,17:36:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1767,52638,ACCIDENT,ANOTHER TYPES,JUATUBA,MG,BRAZIL,****,17/10/2014,20:30:00,YES,SERIPA-3,FINISHED,-,1.0,23/06/2016,0,1,-,30/07/2016
1768,52635,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JUATUBA,MG,BRAZIL,****,10/10/2014,18:00:00,YES,SERIPA-3,FINISHED,-,1.0,14/07/2016,1,1,-,30/07/2016
1769,38659,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JUIZ DE FORA,MG,BRAZIL,SBJF,20/10/2009,18:00:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1770,27668,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JUIZ DE FORA,MG,BRAZIL,SBJF,14/09/2006,17:45:00,YES,SERIPA-3,FINISHED,-,1.0,18/03/2016,0,1,1.0,30/07/2016
1771,46705,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,JUIZ DE FORA,MG,BRAZIL,SBJF,12/12/2012,17:50:00,YES,SERIPA-3,FINISHED,-,1.0,13/11/2013,0,1,1.0,30/07/2016
1772,49152,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JUIZ DE FORA,MG,BRAZIL,SBJF,27/07/2013,13:20:00,YES,SERIPA-3,FINISHED,-,1.0,09/02/2015,0,1,1.0,30/07/2016
1773,46202,ACCIDENT,TERRAIN COLLISION,JUIZ DE FORA,MG,BRAZIL,****,28/07/2012,10:45:00,YES,SERIPA-3,FINISHED,-,1.0,15/07/2014,1,1,-,30/07/2016
1774,38495,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUIZ DE FORA,MG,BRAZIL,SBJF,21/04/2009,15:57:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1775,31276,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,JUIZ DE FORA,MG,BRAZIL,****,15/12/2007,22:48:00,YES,SERIPA-3,FINISHED,-,1.0,10/11/2013,3,1,-,30/07/2016
1776,37535,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUIZ DE FORA,MG,BRAZIL,****,02/06/2009,20:10:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1777,48878,SERIOUS INCIDENT,ABOUT LANDING GEAR,PENAPOLIS,SP,BRAZIL,SDPN,25/06/2013,12:30:00,YES,SERIPA-4,FINISHED,-,1.0,02/06/2014,0,1,-,30/07/2016
1778,47298,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PEREIRA BARRETO,SP,BRAZIL,SNXI,31/03/2013,23:43:00,UNKNOWN,SERIPA-4,-,-,-,-,0,1,-,30/07/2016
1779,52934,ACCIDENT,LOSS OF CONTROL IN THE AIR,LAGOA FORMOSA,MG,BRAZIL,****,03/01/2014,21:00:00,YES,SERIPA-3,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1780,43727,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIACATU,SP,BRAZIL,****,11/12/2010,03:00:00,NO,SERIPA-4,FINISHED,-,-,-,0,1,-,30/07/2016
1781,53223,ACCIDENT,UNKNOWN,PINDORAMA,SP,BRAZIL,****,22/04/2015,12:45:00,YES,SERIPA-4,FINISHED,-,1.0,16/06/2016,0,1,-,30/07/2016
1782,50324,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LAVRAS,MG,BRAZIL,****,04/11/2013,13:30:00,YES,SERIPA-3,FINISHED,-,1.0,22/08/2014,0,1,-,30/07/2016
1783,38839,ACCIDENT,FUEL STARVATION,PINHALZINHO,SP,BRAZIL,****,22/11/2009,19:20:00,YES,SERIPA-4,FINISHED,-,1.0,15/08/2014,0,1,-,30/07/2016
1784,45217,SERIOUS INCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,PIQUETE,SP,BRAZIL,****,25/10/2011,21:35:00,YES,CENIPA,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1785,45282,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,****,26/11/2011,12:00:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1786,40067,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,SDPW,18/11/2009,19:00:00,YES,SERIPA-4,FINISHED,-,1.0,01/08/2011,9,1,-,30/07/2016
1787,46858,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,PIRACICABA,SP,BRAZIL,SDPW,18/01/2013,17:45:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1788,34503,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,SDPW,26/11/2008,13:45:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1789,30041,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,PIRACICABA,SP,BRAZIL,****,16/03/2007,20:20:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1790,45602,ACCIDENT,UNKNOWN,PIRACICABA,SP,BRAZIL,****,14/06/2011,20:00:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1791,53333,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,SDPW,17/06/2015,19:30:00,YES,SERIPA-4,FINISHED,-,1.0,22/04/2016,2,1,1.0,30/07/2016
1792,42760,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,SDPW,10/09/2010,11:10:00,YES,SERIPA-4,FINISHED,-,1.0,20/03/2015,0,1,-,30/07/2016
1793,52274,ACCIDENT,SYSTEM / COMPONENT FAILURE,PIRAJUI,SP,BRAZIL,****,27/08/2014,09:50:00,YES,SERIPA-4,IN PROGRESS,-,-,-,0,1,-,30/07/2016
1794,40270,SERIOUS INCIDENT,FIRE ON THE GROUND,PIRASSUNUNGA,SP,BRAZIL,SDPY,15/04/2010,20:15:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,-,-,0,1,-,30/07/2016
1795,37376,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,PIRASSUNUNGA,SP,BRAZIL,****,25/05/2009,22:14:00,YES,SERIPA-4,FINISHED,-,1.0,30/12/2013,2,1,-,30/07/2016
1796,40357,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PIRASSUNUNGA,SP,BRAZIL,SDPY,07/11/2009,20:15:00,YES,SERIPA-4,FINISHED,-,1.0,09/02/2015,2,1,-,30/07/2016
